source_row_index,id,name,change_name_to,primary_search_term,fallback_search_term,used_search_term,search_attempt,matched_title,candidate_title,candidate_region,candidate_subregion,candidate_type,match_status,review_action,review_reason,suggested_change_name_to,weekday_sample_count,weekend_sample_count,weekday_price_min,weekday_price_max,weekend_price_min,weekend_price_max,price_min,price_max,overall_price_min,overall_price_max,success_day_count,no_price_day_count,manual_review_count,accept_price_day_count,price_scope,price_scope_summary,slot_load_complete,matched_region,source_name,last_collected_at,collected_at,detail_url
60,gc-07cd3007c683,용평리조트대중골프장,,용평리조트대중,용평리조트대중골프장,용평리조트대중골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:11:26.559Z,2026-06-25T01:11:26.559Z,
61,gc-4af8a2f8ed32,플라자CC 용인,플라자CC 용인,플라자CC 용인,플라자CC,플라자CC,fallback,플라자CC용인,플라자CC용인,경기남부,용인,,matched,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,경기남부 > 용인,teescanner,2026-06-25T01:12:04.195Z,2026-06-25T01:12:04.195Z,
62,gc-9da6f2a0f2d9,태광CC(회원제),태광CC(회원제),태광,태광컨트리클럽(회원제),태광,,태광,태광,경기남부,용인,,,accept_price,,,1,1,220000,260000,300000,300000,220000,300000,220000,300000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:13:07.640Z,2026-06-25T01:13:07.640Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=51&roundDay=2026-06-29&entry_path=SC
63,gc-3d63d3179c0f,태광CC(퍼블릭),태광CC(퍼블릭),태광,태광컨트리클럽(대중제),태광,,태광,태광,경기남부,용인,,,manual_review,,,1,1,220000,260000,300000,300000,220000,300000,220000,300000,2,0,2,0,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T02:01:45.878Z,2026-06-25T02:01:45.878Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=51&roundDay=2026-06-29&entry_path=SC
64,gc-0f218a599984,88CC,88CC,88,국가보훈부 88골프장,국가보훈부 88골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:14:07.005Z,2026-06-25T01:14:07.005Z,
65,gc-588d348bc962,레이크사이드CC(회원제),레이크사이드CC(회원제),레이크사이드,레이크사이드CC(회원제),레이크사이드,,레이크사이드,레이크사이드,경기남부,용인,,,manual_review,,,1,1,199000,240000,,,199000,240000,199000,240000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:15:14.720Z,2026-06-25T01:15:14.720Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=244&roundDay=2026-06-29&entry_path=SC
66,gc-2ef4e18d677b,블루원용인CC(퍼블릭),블루원용인CC(퍼블릭),블루원용인,블루원용인CC(비회원제),블루원용인,,블루원용인,블루원용인,경기남부,용인,,,accept_price,,,1,1,150000,150000,200000,200000,150000,200000,150000,200000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:16:26.516Z,2026-06-25T01:16:26.516Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=48&roundDay=2026-06-29&entry_path=SC
67,gc-4487ee52808c,코리아퍼블릭CC,코리아퍼블릭CC,코리아퍼블릭,코리아대중CC,코리아대중CC,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:17:06.094Z,2026-06-25T01:17:06.094Z,
68,gc-4687a4044d34,지산퍼블릭,지산퍼블릭,지산퍼블릭,지산퍼블릭,지산퍼블릭,,지산퍼블릭(P),지산퍼블릭(P),경기남부,용인권,P,,accept_price,,,1,1,40000,100000,52000,65000,40000,100000,40000,100000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인권,teescanner,2026-06-25T01:18:19.594Z,2026-06-25T01:18:19.594Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=426&roundDay=2026-06-29&entry_path=SC
70,gc-a80360466b97,123골프클럽,123골프클럽,123,1·2·3 골프장,1·2·3 골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:18:59.245Z,2026-06-25T01:18:59.245Z,
71,gc-ccb45b4f27e1,발리오스CC(회원제),발리오스CC(회원제),발리오스,발리오스컨트리클럽(회원제),발리오스,,발리오스,발리오스,경기남부,화성,,,manual_review,,,1,1,230000,230000,,,230000,230000,230000,230000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 화성,teescanner,2026-06-25T01:20:07.242Z,2026-06-25T01:20:07.242Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=224&roundDay=2026-06-29&entry_path=SC
72,gc-2db2d6cad688,"발리오스CC(퍼블릭, 남코스)","발리오스CC(퍼블릭, 남코스)",발리오스,발리오스컨트리클럽(비회원제),발리오스,,발리오스,발리오스,경기남부,화성,,,manual_review,,,1,1,230000,230000,,,230000,230000,230000,230000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 화성,teescanner,2026-06-25T02:02:53.006Z,2026-06-25T02:02:53.006Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=224&roundDay=2026-06-29&entry_path=SC
73,gc-4905c6ca9b75,화성상록GC,화성상록GC,화성상록,화성 상록G.C,화성상록,,화성상록(P),화성상록(P),경기남부,화성,P,,manual_review,,,1,1,160000,160000,,,160000,160000,160000,160000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 화성,teescanner,2026-06-25T01:21:43.237Z,2026-06-25T01:21:43.237Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=8&roundDay=2026-06-29&entry_path=SC
74,gc-73a2a3982c35,한림광릉CC(회원제),한림광릉CC(회원제),한림광릉,광릉CC(회원제),한림광릉,,한림광릉,한림광릉,경기북부,남양주,,,manual_review,,,1,1,130000,130000,,,130000,130000,130000,130000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기북부 > 남양주,teescanner,2026-06-25T01:22:52.244Z,2026-06-25T01:22:52.244Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=301&roundDay=2026-06-29&entry_path=SC
77,gc-81becbdb274e,파주제이퍼블릭골프클럽,파주제이퍼블릭골프클럽,파주제이퍼블릭,파주 J-Public 골프장,파주 J-Public 골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:23:31.823Z,2026-06-25T01:23:31.823Z,
79,gc-9eb46dae9c9d,타이거CC,타이거CC,타이거,타이거CC 골프장,타이거,,타이거(P),타이거(P),경기북부,파주,P,,accept_price,,,1,1,110000,140000,180000,200000,110000,200000,110000,200000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기북부 > 파주,teescanner,2026-06-25T01:24:36.838Z,2026-06-25T01:24:36.838Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=624&roundDay=2026-06-29&entry_path=SC
80,gc-f2cf5d51eba9,레이크우드CC(회원제),레이크우드CC(회원제),레이크우드,레이크우드 골프장(회원제),레이크우드 골프장(회원제),,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:25:16.398Z,2026-06-25T01:25:16.398Z,
83,gc-06bb9165507c,사우스스프링스CC,사우스스프링스CC,사우스스프링스,사우스스프링스C.C,사우스스프링스,,사우스스프링스(P),사우스스프링스(P),경기남부,이천,P,,manual_review,,,1,1,,,140000,140000,140000,140000,140000,140000,1,1,1,1,complete_day_slots | loaded_slots,complete_day_slots | loaded_slots,complete,경기남부 > 이천,teescanner,2026-06-25T01:26:24.134Z,2026-06-25T01:26:24.134Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=7&roundDay=2026-06-29&entry_path=SC
88,gc-adc16ee54b54,안성CC,안성CC,안성,안성컨트리클럽,안성,primary,안성,안성,경기남부,안성,,matched,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,경기남부 > 안성,teescanner,2026-06-25T01:26:44.052Z,2026-06-25T01:26:44.052Z,
99,gc-aa2c41b33610,아난티클럽서울,아난티클럽서울,아난티클럽서울,아난티클럽서울,아난티클럽서울,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:27:05.959Z,2026-06-25T01:27:05.959Z,
100,gc-a8d0095f2145,가평 베네스트GC,가평 베네스트GC,가평 베네스트,가평 베네스트G.C,가평 베네스트G.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:27:45.491Z,2026-06-25T01:27:45.491Z,
102,gc-68d69c3be5e4,골프존카운티 이든,골프존카운티 이든,골프존카운티 이든,에덴밸리컨트리클럽,에덴밸리컨트리클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T02:03:53.486Z,2026-06-25T02:03:53.486Z,
104,gc-dd8a710bd41c,이스턴CC,이스턴CC,이스턴,청하이스턴C.C,청하이스턴C.C,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,2026-06-25T02:04:51.690Z,2026-06-25T02:04:51.690Z,
106,gc-4826ba3e38b9,마우나오션CC,마우나오션CC,마우나오션,마우나오션C.C,마우나오션,primary,마우나오션,마우나오션,경상북부,경주,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 경주,teescanner,2026-06-25T02:05:31.068Z,2026-06-25T02:05:31.068Z,
108,gc-eb9124b06908,코오롱호텔 가든 골프장,코오롱호텔 가든 골프장,코오롱호텔 가든,가든골프클럽,가든골프클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T02:06:30.583Z,2026-06-25T02:06:30.583Z,
109,gc-881d18bae24f,강동디아너스CC,강동디아너스CC,강동디아너스,디아너스C.C,강동디아너스,primary,강동디아너스(구,강동디아너스(구,경상북부,경주,,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,경상북부 > 경주,teescanner,2026-06-25T08:12:27.740Z,2026-06-25T08:12:27.740Z,
111,gc-d69bb1cfadc7,이스트힐컨트리클럽,이스트힐컨트리클럽,이스트힐,이스트힐C.C,이스트힐C.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:13:45.955Z,2026-06-25T08:13:45.955Z,
112,gc-bd2c2f813e31,애플밸리CC,애플밸리CC,애플밸리,애플밸리C.C,애플밸리,primary,애플밸리(P),애플밸리(P),경상북부,김천,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 김천,teescanner,2026-06-25T08:14:05.526Z,2026-06-25T08:14:05.526Z,
113,gc-1e3e002ab2ce,김천포도CC,김천포도CC,김천포도,포도C.C,포도C.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:14:45.023Z,2026-06-25T08:14:45.023Z,
114,gc-8894492ab1a6,남안동CC,남안동CC,남안동,남안동C.C,남안동,primary,남안동,남안동,경상북부,안동,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 안동,teescanner,2026-06-25T08:15:04.781Z,2026-06-25T08:15:04.781Z,
115,gc-ddc7e02567ba,구미CC,구미CC,구미,구미C.C,구미,primary,골프존카운티구미(P),골프존카운티구미(P),경상북부,구미,P,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 구미,teescanner,2026-06-25T08:15:24.444Z,2026-06-25T08:15:24.444Z,
116,gc-f7e7bf534d31,오션힐스 영천CC,오션힐스 영천CC,오션힐스 영천,영천C.C,영천C.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:16:03.739Z,2026-06-25T08:16:03.739Z,
117,gc-206bb0d5628c,시엘GC,시엘GC,시엘,시엘G.C,시엘,primary,시엘골프클럽(P),시엘골프클럽(P),경상북부,영천,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 영천,teescanner,2026-06-25T08:16:23.202Z,2026-06-25T08:16:23.202Z,
118,gc-77f7a5893fb0,문경GC,문경GC,문경,문경레저타운골프장,문경,primary,문경(P),문경(P),경상북부,문경,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 문경,teescanner,2026-06-25T08:16:42.472Z,2026-06-25T08:16:42.472Z,
119,gc-fe29a1584040,대구컨트리클럽,대구컨트리클럽,대구,대구C.C,대구,primary,전체,전체,경상북부,대구권,,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 대구권,teescanner,2026-06-25T08:17:02.122Z,2026-06-25T08:17:02.122Z,
120,gc-c781c317ede3,오션비치 골프앤리조트,오션비치 골프앤리조트,오션비치 골프앤,오션비치C.C,오션비치C.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:17:41.421Z,2026-06-25T08:17:41.421Z,
121,gc-911caf331754,그레이스CC,그레이스CC,그레이스,그레이스C.C,그레이스,primary,그레이스(P),그레이스(P),경상북부,대구권,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 대구권,teescanner,2026-06-25T08:18:01.207Z,2026-06-25T08:18:01.207Z,
122,gc-0665bc0c6cce,고령유니밸리CC,고령유니밸리CC,고령유니밸리,유니밸리C.C,고령유니밸리,primary,고령유니밸리(P),고령유니밸리(P),경상북부,대구권,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 대구권,teescanner,2026-06-25T08:18:20.923Z,2026-06-25T08:18:20.923Z,
123,gc-e2e76f635c4a,세븐밸리CC,세븐밸리CC,세븐밸리,세븐밸리C.C,세븐밸리,primary,세븐밸리(P),세븐밸리(P),경상북부,칠곡,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 칠곡,teescanner,2026-06-25T08:18:40.645Z,2026-06-25T08:18:40.645Z,
124,gc-bc41a2489944,칠곡아이위시CC,칠곡아이위시CC,칠곡아이위시,칠곡아이위시C.C,칠곡아이위시,primary,칠곡아이위시(P)(카트불포함),칠곡아이위시(P)(카트불포함),경상북부,칠곡,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 칠곡,teescanner,2026-06-25T08:19:00.384Z,2026-06-25T08:19:00.384Z,
126,gc-4906278997cc,사이언스대덕골프장,사이언스대덕골프장,사이언스대덕,대덕복지센터,대덕복지센터,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,2026-06-25T08:19:39.874Z,2026-06-25T08:19:39.874Z,
,gc-6259847b3bba,스카이밸리CC(퍼블릭),,,,,,,,,,,,accept_price,,,1,1,140000,180000,200000,240000,140000,240000,140000,240000,2,0,0,2,complete_day_slots,complete_day_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=175&roundDay=2026-06-27&entry_path=SC
,gc-ddb3947686d1,스카이밸리CC(회원제),,,,,,,,,,,,accept_price,,,1,1,120000,130000,200000,240000,120000,240000,120000,240000,2,0,0,2,complete_day_slots,complete_day_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=175&roundDay=2026-06-29&entry_path=SC
,gc-d14f87b6bb30,썬힐GC,,,,,,,,,,,,accept_price,,,1,1,130000,130000,190000,190000,130000,190000,130000,190000,2,0,0,2,complete_day_slots,complete_day_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=161&roundDay=2026-06-29&entry_path=SC
5,gc-9a7cb8103191,오크밸리CC,오크밸리CC,오크밸리,오크밸리회원제골프장,오크밸리,primary,오크밸리,오크밸리,강원서부,원주,,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,강원서부 > 원주,teescanner,2026-06-24T13:39:22.889Z,2026-06-24T13:39:22.889Z,
,gc-34f4d067cfc2,원더클럽 파주CC,,,,,,,,,,,,manual_review,,,1,1,,,,,,,,,0,2,2,0,,,,,teescanner,,,
6,gc-7b4833dc4475,월송리CC,월송리CC,월송리,월송리 컨트리클럽,월송리,primary,월송리(P),월송리(P),강원서부,원주,P,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,강원서부 > 원주,teescanner,2026-06-24T13:39:42.091Z,2026-06-24T13:39:42.091Z,
,gc-7b483fb0f2d1,이지스카이 골프클럽,,,,,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-403c1dbe574a,이천실크밸리GC,,,,,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-d569726d2503,일동레이크GC,,,,,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-51bfec26aa96,자유CC,,,,,,,,,,,,accept_price,,,1,1,130000,130000,200000,200000,130000,200000,130000,200000,2,0,0,2,loaded_slots,loaded_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=86&roundDay=2026-06-29&entry_path=SC
,gc-2cf253808f7a,캐슬파인GC,,,,,,,,,,,,accept_price,,,1,1,80000,90000,180000,200000,80000,200000,80000,200000,2,0,0,2,complete_day_slots,complete_day_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=59&roundDay=2026-06-29&entry_path=SC
,gc-b0d53a657195,클럽72CC,,,,,,,,,,,,manual_review,,,1,1,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-a7bb99a4bcec,클럽72CC(하늘),,,,,,,,,,,,manual_review,,,1,1,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-cd449267e87f,파인크리크CC,,,,,,,,,,,,accept_price,,,1,1,125000,150000,250000,250000,125000,250000,125000,250000,2,0,0,2,loaded_slots,loaded_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=39&roundDay=2026-06-29&entry_path=SC
,gc-4884a38f1896,포천아도니스CC,,,,,,,,,,,,accept_price,,,1,1,160000,160000,260000,260000,160000,260000,160000,260000,2,0,0,2,complete_day_slots,complete_day_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=32&roundDay=2026-06-29&entry_path=SC
,gc-e2614722e86e,포천아도니스CC 퍼블릭,,,,,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,,,
,gc-66517960c8f8,한림광릉CC(퍼블릭),,,,,,,,,,,,manual_review,,,1,1,150000,160000,,,150000,160000,150000,160000,1,1,1,1,complete_day_slots,complete_day_slots,complete,,teescanner,,,
127,gc-de756338755f,해라CC,해라CC,해라,해라컨트리클럽,해라컨트리클럽,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,2026-06-25T08:20:19.257Z,2026-06-25T08:20:19.257Z,
128,gc-9407b216837c,골프존카운티 더골프,골프존카운티 더골프,골프존카운티 더골프,더골프골프장,더골프골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:20:58.900Z,2026-06-25T08:20:58.900Z,
129,gc-349a94f1be3f,세이지우드CC 여수경도,세이지우드CC 여수경도,세이지우드CC 여수경도,세이지우드 여수경도,세이지우드 여수경도,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:21:38.184Z,2026-06-25T08:21:38.184Z,
130,gc-dcb20414b48e,나주CC,나주CC,나주,나주CC,나주CC,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:22:17.681Z,2026-06-25T08:22:17.681Z,
131,gc-050aa8bd6c6f,파인비치,파인비치,파인비치,오시아노골프클럽,파인비치,primary,파인비치(P),파인비치(P),,,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:22:37.338Z,2026-06-25T08:22:37.338Z,
132,gc-5085ddf672a6,코스모스링스(폐업),코스모스링스(폐업),코스모스링스(폐업),cosmos 1,cosmos 1,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:23:16.524Z,2026-06-25T08:23:16.524Z,
133,gc-3355d2573fd4,에콜리안영광CC,에콜리안영광CC,에콜리안영광,에콜리안영광골프장,에콜리안영광골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:23:55.915Z,2026-06-25T08:23:55.915Z,
134,gc-667fefd06c3f,푸른솔GC 장성,푸른솔GC 장성,푸른솔GC 장성,푸른솔 골프클럽,푸른솔 골프클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:24:35.272Z,2026-06-25T08:24:35.272Z,
135,gc-14ba1ad9ac28,군산CC,군산CC,군산,군산CC,군산,primary,군산(레귤러),군산(레귤러),,,,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:24:55.051Z,2026-06-25T08:24:55.051Z,
136,gc-7e17709a629a,익산컨트리클럽,익산컨트리클럽,익산,상떼힐CC,익산,primary,익산(P)(구,익산(P)(구,,,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:25:14.732Z,2026-06-25T08:25:14.732Z,
137,gc-236bf8a0310c,에스페란사GC,에스페란사GC,에스페란사,에스페란사GC,에스페란사GC,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:25:54.213Z,2026-06-25T08:25:54.213Z,
138,gc-6d34f609ed90,금과골프장,금과골프장,금과,금과골프장,금과골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:26:33.813Z,2026-06-25T08:26:33.813Z,
139,gc-fd40b7bf3b76,순창CC,순창CC,순창,디케이레저,디케이레저,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:27:13.213Z,2026-06-25T08:27:13.213Z,
140,gc-7d2ed71b8086,그린필드GC,그린필드GC,그린필드,그린필드GC,그린필드,,그린필드,그린필드,제주,제주시,,,accept_price,,,1,1,107000,137000,137000,167000,107000,167000,107000,167000,2,0,0,2,loaded_slots,loaded_slots,complete,제주 > 제주시,teescanner,2026-06-25T08:28:34.926Z,2026-06-25T08:28:34.926Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=77&roundDay=2026-06-29&entry_path=SC
141,gc-7860808d29d1,테디밸리CC,테디밸리CC,테디밸리,테디밸리,테디밸리,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:28:56.651Z,2026-06-25T08:28:56.651Z,
142,gc-cf50ab88350d,제주힐CC(폐업),제주힐CC(폐업),제주힐CC(폐업),㈜그랜드부민 꿈드림목장,㈜그랜드부민 꿈드림목장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T08:29:36.193Z,2026-06-25T08:29:36.193Z,
